sector,indicator,subcategory,subcategory2,subcategory3,aspectid,unit,explanation
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of rubber and plastic,,903252,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of rubber and plastic,,903352,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Recreational, cultural and sports",,903276,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Recreational, cultural and sports",,903376,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacturing (Machinery & Equipments),,903258,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacturing (Machinery & Equipments),,903358,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Activities auxiliary to finance,,903211,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Activities auxiliary to finance,,903311,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Electricity, Gas, Steam and Hot Water",,903224,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Electricity, Gas, Steam and Hot Water",,903324,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Insurance,,903232,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Insurance,,903332,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of electrical machines,,903239,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of electrical machines,,903339,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Manufacture of motor vehicles,",,903246,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Manufacture of motor vehicles,",,903346,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Tanning and dressing of leather,,903284,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Tanning and dressing of leather,,903384,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Activities Agriculture, Hunting",,903210,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Activities Agriculture, Hunting",,903310,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacturing (Textiles),,903263,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacturing (Textiles),,903363,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Recycling,,903277,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Recycling,,903377,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacturing (Leather & products thereof),,903257,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacturing (Leather & products thereof),,903357,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Renting of machinery and equipment,,903278,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Renting of machinery and equipment,,903378,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of textiles,,903253,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of textiles,,903353,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Land transport; Transport via pipelines,,903234,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Land transport; Transport via pipelines,,903334,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of wearing apparel,,903255,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of wearing apparel,,903355,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Mining & Quarrying,,903265,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Mining & Quarrying,,903365,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of furniture,,903242,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of furniture,,903342,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Finance,,903226,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Finance,,903326,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Other Mining and Quarrying,,903269,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Other Mining and Quarrying,,903369,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Activities of private households,,903213,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Activities of private households,,903313,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of medical,,903244,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of medical,,903344,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of paper and paper,,903250,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of paper and paper,,903350,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of fabricated metal,,903240,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of fabricated metal,,903340,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Publishing, printing and repro",,903273,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Publishing, printing and repro",,903373,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of basic metals,,903236,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of basic metals,,903336,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Activities of membership organ,,903212,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Activities of membership organ,,903312,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of machinery and equipment,,903243,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of machinery and equipment,,903343,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of other transport,,903249,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of other transport,,903349,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacturing (Wood Products),,903264,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacturing (Wood Products),,903364,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Sewage and refuse disposal,,903282,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Sewage and refuse disposal,,903382,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Post and telecommunications,,903271,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Post and telecommunications,,903371,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Manufacture of coke, refined petroleum products",,903238,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Manufacture of coke, refined petroleum products",,903338,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Manufacture of radio, television",,903251,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Manufacture of radio, television",,903351,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of tobacco product,,903254,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of tobacco product,,903354,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture articles of straw & plaiting materials,,903235,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture articles of straw & plaiting materials,,903335,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Extract crude petroleum & natural gas,,903225,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Extract crude petroleum & natural gas,,903325,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Research and Development,,903279,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Research and Development,,903379,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Collection, Purification and Distillation",,903218,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Collection, Purification and Distillation",,903318,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Manufacture of office, account",,903247,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Manufacture of office, account",,903347,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Water Transport,,903288,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Water Transport,,903388,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Undifferentiated goods-producing activities,,903287,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Undifferentiated goods-producing activities,,903387,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of motor vehicles,,903245,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of motor vehicles,,903345,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Public Administration and Defence,,903272,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Public Administration and Defence,,903372,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Fishing,Operation of fish hatch",,903228,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Fishing,Operation of fish hatch",,903328,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Mining of coal and lignite,,903266,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Mining of coal and lignite,,903366,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Air Transport,,903215,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Air Transport,,903315,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Mining of metal ores,,903267,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Mining of metal ores,,903367,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Financial intermediation, except insurance and pension",,903227,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Financial intermediation, except insurance and pension",,903327,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Forestry, Logging and Related Service",,903229,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Forestry, Logging and Related Service",,903329,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,Companies under MCA,Number of companies Registered,All categories,,901100,,Total number of companies registered under the Ministry of Corporate Affairs in the given month
Companies and Establishments,LLPs,Number of LLPs Registered,All categories,,903200,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,All categories,,903300,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,Foreign companies,Total foreign companies registered,All categories,,902400,,Total foreign companies registered in India under the MCA
Companies and Establishments,Companies under MCA,Total paid-up capital,All categories,,901500,Rs.,Total paid up capital of the companies registered under MCA
Companies and Establishments,Companies under MCA,Total share capital,All categories,,901600,Rs.,Total share capital of the companies registered under the MCA
MNREGA,Total persondays generated,,,,30012,,Total work generated under MNREGA. Persondays: number of people provided work X number of days
MNREGA,Demand projections met (%),,,,30011,,The share of demand for work under MNREGA met
Companies and Establishments,MSMEs,Manufacturing,Medium,Companies,40111,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Medium,Employees,40112,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Medium,Investment,40113,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Micro,Companies,40121,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Micro,Employees,40122,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Micro,Investment,40123,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Small,Companies,40131,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Small,Employees,40132,,New MSMEs registered
Companies and Establishments,MSMEs,Manufacturing,Small,Investment,40133,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Medium,Companies,40211,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Medium,Employees,40212,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Medium,Investment,40213,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Micro,Companies,40221,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Micro,Employees,40222,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Micro,Investment,40223,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Small,Companies,40231,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Small,Employees,40232,,New MSMEs registered
Companies and Establishments,MSMEs,Services,Small,Investment,40233,,New MSMEs registered
Rainfall,Rainfall departures,,,,13000,%,Share of rainfall in the current month over 8-year long-term averages
Vehicle Registrations,Vehicle category,Transport,,,50110,,Total number of transport vehicles registered at RTOs
Vehicle Registrations,Vehicle category,Non Transport,,,50120,,Total number of non transport vehicles registered at RTOs
Vehicle Registrations,Personal Transport,Two-wheelers,,,50210,,"Total number of two-wheelers registered: scooters, motorcycles, moped used for personal transport"
Vehicle Registrations,Personal Transport,Four-wheelers,,,50220,,Total number of four-wheelers registered (cars) used for personal transport
Vehicle Registrations,Commercial vehicles,Agricultural vehicles,,,50310,,"Total number of agricultural vehicles registered at RTOs: harvesters, tillers, trailers and tractors for agricultural transport"
Vehicle Registrations,Commercial vehicles,Goods Carriers,,,50320,,Total number of goods carriers registered at RTOs
Vehicle Registrations,Commercial vehicles,Passenger Transport,Bus,,50331,,Total number of passenger transport vehicles registered at RTOs: buses
Vehicle Registrations,Commercial vehicles,Passenger Transport,Cabs,,50332,,Total number of passenger transport vehicles registered at RTOs: commercial cabs
Vehicle Registrations,Commercial vehicles,Passenger Transport,Rickshaws,,50333,,Total number of passenger transport vehicles registered at RTOs: rickshaws and e: rickshaws
Vehicle Registrations,Commercial vehicles,Construction vehicles,,,50340,,"Total number of construction vehicles registered at RTOs: crane, dumpers, excavators, road rollers etc."
Agmarket commodities,Beverages,Cocoa,Arrivals (Tonnes),,811121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Beverages,Coffee,Arrivals (Tonnes),,811111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Bajra(Pearl Millet/Cumbu),Arrivals (Tonnes),,812161,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Jowar(Sorghum),Arrivals (Tonnes),,812111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Maize,Arrivals (Tonnes),,812121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Paddy(Dhan),Arrivals (Tonnes),,812131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Rice,Arrivals (Tonnes),,812141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Wheat,Arrivals (Tonnes),,812151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Drug and Narcotics,Betal Leaves,Arrivals (Tonnes),,813111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Drug and Narcotics,Tobacco,Arrivals (Tonnes),,813121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Almond(Badam),Arrivals (Tonnes),,813151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Cashewnuts,Arrivals (Tonnes),,813131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Dry Grapes,Arrivals (Tonnes),,813141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Walnut,Arrivals (Tonnes),,813161,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fibre Crops,Cotton,Arrivals (Tonnes),,814121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fibre Crops,Jute,Arrivals (Tonnes),,814111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Forest Products,Bamboo,Arrivals (Tonnes),,815131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Forest Products,Broomstick(Flower Broom),Arrivals (Tonnes),,815121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Forest Products,Wood,Arrivals (Tonnes),,815111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Apple,Arrivals (Tonnes),,816121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Banana,Arrivals (Tonnes),,816111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Grapes,Arrivals (Tonnes),,816151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Guava,Arrivals (Tonnes),,816161,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Orange,Arrivals (Tonnes),,816131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Papaya,Arrivals (Tonnes),,816141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Egg,Arrivals (Tonnes),,817141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Fish,Arrivals (Tonnes),,817131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Goat,Arrivals (Tonnes),,817111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Hen,Arrivals (Tonnes),,817121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Castor Seed,Arrivals (Tonnes),,818141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Groundnut,Arrivals (Tonnes),,818131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Mustard,Arrivals (Tonnes),,818111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Soyabean,Arrivals (Tonnes),,818121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Butter,Arrivals (Tonnes),,819151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Coconut Oil,Arrivals (Tonnes),,819121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Dalda,Arrivals (Tonnes),,819141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Ghee,Arrivals (Tonnes),,819131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Mustard Oil,Arrivals (Tonnes),,819111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Other,Gramflour,Arrivals (Tonnes),,820161,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Other,Gur(Jaggery),Arrivals (Tonnes),,820111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Other,Maida Atta,Arrivals (Tonnes),,820121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Other,Sugar,Arrivals (Tonnes),,820141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Other,Sugarcane,Arrivals (Tonnes),,820151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Other,Wheat Atta,Arrivals (Tonnes),,820131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Arhar (Tur/Red Gram)(Whole),Arrivals (Tonnes),,821111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Arhar Dal(Tur Dal),Arrivals (Tonnes),,821181,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Beans,Arrivals (Tonnes),,821211,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Bengal Gram Dal (Chana Dal),Arrivals (Tonnes),,821141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Bengal Gram(Gram)(Whole),Arrivals (Tonnes),,821121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Green Gram (Moong)(Whole),Arrivals (Tonnes),,821171,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Green Gram Dal (Moong Dal),Arrivals (Tonnes),,821151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Green Peas,Arrivals (Tonnes),,821191,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Kabuli Chana(Chickpeas-White),Arrivals (Tonnes),,821201,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Lentil (Masur)(Whole),Arrivals (Tonnes),,821131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Masur Dal,Arrivals (Tonnes),,821161,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Ajwan,Arrivals (Tonnes),,822151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Black pepper,Arrivals (Tonnes),,822181,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cardamoms,Arrivals (Tonnes),,822211,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Chili Red,Arrivals (Tonnes),,822191,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cinamon(Dalchini),Arrivals (Tonnes),,822241,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cloves,Arrivals (Tonnes),,822221,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Coconut,Arrivals (Tonnes),,822131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Corriander seed,Arrivals (Tonnes),,822161,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cummin Seed(Jeera),Arrivals (Tonnes),,822141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Dry Chillies,Arrivals (Tonnes),,822111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Garlic,Arrivals (Tonnes),,822121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Methi Seeds,Arrivals (Tonnes),,822171,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Pepper garbled,Arrivals (Tonnes),,822231,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Spices,Turmeric,Arrivals (Tonnes),,822201,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Bhindi(Ladies Finger),Arrivals (Tonnes),,823111,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Brinjal,Arrivals (Tonnes),,823121,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Cabbage,Arrivals (Tonnes),,823131,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Capsicum,Arrivals (Tonnes),,823201,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Cauliflower,Arrivals (Tonnes),,823141,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Coriander(Leaves),Arrivals (Tonnes),,823211,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Cucumbar(Kheera),Arrivals (Tonnes),,823151,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Drumstick,Arrivals (Tonnes),,823221,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
