state	age	cause	sex	perc
TAMIL NADU	55-64	Others	M	2.2
TAMIL NADU	65-69	Others	M	1.4
TAMIL NADU	70+	Others	M	0.9
TAMIL NADU	1-4	Others	T	1.5
TAMIL NADU	5-14	Others	T	1.8
TAMIL NADU	15-24	Others	T	3.6
TAMIL NADU	25-34	Others	T	5.7
TAMIL NADU	35-44	Others	T	4.5
TAMIL NADU	45-54	Others	T	3.5
TAMIL NADU	55-64	Others	T	2.6
TAMIL NADU	65-69	Others	T	1.4
TAMIL NADU	70+	Others	T	0.8
TRIPURA	1-4	Circulatory	M	0
TRIPURA	1-4	Circulatory	F	0
TRIPURA	1-4	Circulatory	T	0
TRIPURA	5-14	Circulatory	M	0
TRIPURA	5-14	Circulatory	F	0
TRIPURA	5-14	Circulatory	T	0
TRIPURA	15-24	Circulatory	M	10.7
TRIPURA	15-24	Circulatory	F	5
TRIPURA	15-24	Circulatory	T	8.3
TRIPURA	25-34	Circulatory	M	16.7
TRIPURA	25-34	Circulatory	F	24.8
TRIPURA	25-34	Circulatory	T	22.1
TRIPURA	35-44	Circulatory	M	26.7
TRIPURA	35-44	Circulatory	F	31.8
TRIPURA	35-44	Circulatory	T	29.5
TRIPURA	45-54	Circulatory	M	31.1
TRIPURA	45-54	Circulatory	F	26.1
TRIPURA	45-54	Circulatory	T	29.4
TRIPURA	55-64	Circulatory	M	35.3
TRIPURA	55-64	Circulatory	F	33.6
TRIPURA	55-64	Circulatory	T	34.7
TRIPURA	65-69	Circulatory	M	35.6
TRIPURA	65-69	Circulatory	F	31.8
TRIPURA	65-69	Circulatory	T	34.5
TRIPURA	70+	Circulatory	M	33.2
TRIPURA	70+	Circulatory	F	26.9
TRIPURA	70+	Circulatory	T	31.5
TRIPURA	1-4	Infections	M	0
TRIPURA	1-4	Infections	F	0
TRIPURA	1-4	Infections	T	0
TRIPURA	5-14	Infections	M	25
TRIPURA	5-14	Infections	F	0
TRIPURA	5-14	Infections	T	38.5
TRIPURA	15-24	Infections	M	39.3
TRIPURA	15-24	Infections	F	35
TRIPURA	15-24	Infections	T	37.5
TRIPURA	25-34	Infections	M	20.4
TRIPURA	25-34	Infections	F	11.9
TRIPURA	25-34	Infections	T	14.7
TRIPURA	35-44	Infections	M	13.3
TRIPURA	35-44	Infections	F	10.1
TRIPURA	35-44	Infections	T	11.5
TRIPURA	45-54	Infections	M	9.8
TRIPURA	45-54	Infections	F	13.4
TRIPURA	45-54	Infections	T	11
TRIPURA	55-64	Infections	M	9.8
TRIPURA	55-64	Infections	F	14.3
TRIPURA	55-64	Infections	T	11.2
TRIPURA	65-69	Infections	M	12.4
TRIPURA	65-69	Infections	F	14.8
TRIPURA	65-69	Infections	T	13.1
TRIPURA	70+	Infections	M	12.6
TRIPURA	70+	Infections	F	13
TRIPURA	70+	Infections	T	12.7
TRIPURA	1-4	External Causes	M	0
TRIPURA	1-4	External Causes	F	0
TRIPURA	1-4	External Causes	T	0
TRIPURA	5-14	External Causes	M	12.5
TRIPURA	5-14	External Causes	F	0
TRIPURA	5-14	External Causes	T	15.4
TRIPURA	15-24	External Causes	M	10.7
TRIPURA	15-24	External Causes	F	5
TRIPURA	15-24	External Causes	T	8.3
TRIPURA	25-34	External Causes	M	11.1
TRIPURA	25-34	External Causes	F	11.9
TRIPURA	25-34	External Causes	T	11.7
TRIPURA	35-44	External Causes	M	7.6
TRIPURA	35-44	External Causes	F	7.8
TRIPURA	35-44	External Causes	T	7.7
TRIPURA	45-54	External Causes	M	6.5
TRIPURA	45-54	External Causes	F	9.1
TRIPURA	45-54	External Causes	T	7.4
TRIPURA	55-64	External Causes	M	6
TRIPURA	55-64	External Causes	F	6.3
TRIPURA	55-64	External Causes	T	6.1
TRIPURA	65-69	External Causes	M	5.3
TRIPURA	65-69	External Causes	F	7
TRIPURA	65-69	External Causes	T	5.8
TRIPURA	70+	External Causes	M	5.7
TRIPURA	70+	External Causes	F	8.9
TRIPURA	70+	External Causes	T	6.6
TRIPURA	1-4	Unknown diseases	M	0
TRIPURA	1-4	Unknown diseases	F	0
TRIPURA	1-4	Unknown diseases	T	0
TRIPURA	5-14	Unknown diseases	M	25
TRIPURA	5-14	Unknown diseases	F	0
TRIPURA	5-14	Unknown diseases	T	15.4
TRIPURA	15-24	Unknown diseases	M	7.1
TRIPURA	15-24	Unknown diseases	F	15
TRIPURA	15-24	Unknown diseases	T	10.4
TRIPURA	25-34	Unknown diseases	M	11.1
TRIPURA	25-34	Unknown diseases	F	6.4
TRIPURA	25-34	Unknown diseases	T	8
TRIPURA	35-44	Unknown diseases	M	21
TRIPURA	35-44	Unknown diseases	F	14
TRIPURA	35-44	Unknown diseases	T	17.1
TRIPURA	45-54	Unknown diseases	M	15.7
TRIPURA	45-54	Unknown diseases	F	17.6
TRIPURA	45-54	Unknown diseases	T	16.3
TRIPURA	55-64	Unknown diseases	M	15.3
TRIPURA	55-64	Unknown diseases	F	15.5
TRIPURA	55-64	Unknown diseases	T	15.4
TRIPURA	65-69	Unknown diseases	M	14.5
TRIPURA	65-69	Unknown diseases	F	17.3
TRIPURA	65-69	Unknown diseases	T	15.3
TRIPURA	70+	Unknown diseases	M	17.7
TRIPURA	70+	Unknown diseases	F	20
TRIPURA	70+	Unknown diseases	T	18.3
TRIPURA	1-4	Respiratory	M	0
TRIPURA	1-4	Respiratory	F	0
TRIPURA	1-4	Respiratory	T	0
TRIPURA	5-14	Respiratory	M	12.5
TRIPURA	5-14	Respiratory	F	0
TRIPURA	5-14	Respiratory	T	15.4
TRIPURA	15-24	Respiratory	M	14.3
TRIPURA	15-24	Respiratory	F	25
TRIPURA	15-24	Respiratory	T	18.8
TRIPURA	25-34	Respiratory	M	18.5
TRIPURA	25-34	Respiratory	F	35.8
TRIPURA	25-34	Respiratory	T	30.1
TRIPURA	35-44	Respiratory	M	21.9
TRIPURA	35-44	Respiratory	F	31.8
TRIPURA	35-44	Respiratory	T	27.4
TRIPURA	45-54	Respiratory	M	30.1
TRIPURA	45-54	Respiratory	F	29.6
TRIPURA	45-54	Respiratory	T	29.9
TRIPURA	55-64	Respiratory	M	26.1
TRIPURA	55-64	Respiratory	F	24.4
TRIPURA	55-64	Respiratory	T	25.5
TRIPURA	65-69	Respiratory	M	26.3
TRIPURA	65-69	Respiratory	F	23.9
TRIPURA	65-69	Respiratory	T	25.6
TRIPURA	70+	Respiratory	M	23.8
TRIPURA	70+	Respiratory	F	24.7
TRIPURA	70+	Respiratory	T	24.1
TRIPURA	1-4	Cancer	M	0
TRIPURA	1-4	Cancer	F	0
TRIPURA	1-4	Cancer	T	0
TRIPURA	5-14	Cancer	M	0
TRIPURA	5-14	Cancer	F	0
TRIPURA	5-14	Cancer	T	0
TRIPURA	15-24	Cancer	M	0
TRIPURA	15-24	Cancer	F	0
TRIPURA	15-24	Cancer	T	0
TRIPURA	25-34	Cancer	M	0
TRIPURA	25-34	Cancer	F	1.8
TRIPURA	25-34	Cancer	T	1.2
TRIPURA	35-44	Cancer	M	1.9
TRIPURA	35-44	Cancer	F	0.8
TRIPURA	35-44	Cancer	T	1.3
TRIPURA	45-54	Cancer	M	1.5
TRIPURA	45-54	Cancer	F	2
TRIPURA	45-54	Cancer	T	1.7
TRIPURA	55-64	Cancer	M	2
TRIPURA	55-64	Cancer	F	1.7
TRIPURA	55-64	Cancer	T	1.9
TRIPURA	65-69	Cancer	M	1.2
TRIPURA	65-69	Cancer	F	1.2
TRIPURA	65-69	Cancer	T	1.2
TRIPURA	70+	Cancer	M	1.9
TRIPURA	70+	Cancer	F	0.7
TRIPURA	70+	Cancer	T	1.5
TRIPURA	1-4	Digestive	M	0
TRIPURA	1-4	Digestive	F	0
TRIPURA	1-4	Digestive	T	0
TRIPURA	5-14	Digestive	M	0
TRIPURA	5-14	Digestive	F	0
TRIPURA	5-14	Digestive	T	0
TRIPURA	15-24	Digestive	M	0
TRIPURA	15-24	Digestive	F	0
TRIPURA	15-24	Digestive	T	0
TRIPURA	25-34	Digestive	M	0
TRIPURA	25-34	Digestive	F	0
TRIPURA	25-34	Digestive	T	0
TRIPURA	35-44	Digestive	M	0
TRIPURA	35-44	Digestive	F	0
TRIPURA	35-44	Digestive	T	0
TRIPURA	45-54	Digestive	M	0.3
TRIPURA	45-54	Digestive	F	0
TRIPURA	45-54	Digestive	T	0.2
TRIPURA	55-64	Digestive	M	0.2
TRIPURA	55-64	Digestive	F	0.8
TRIPURA	55-64	Digestive	T	0.4
TRIPURA	65-69	Digestive	M	0.1
TRIPURA	65-69	Digestive	F	0
TRIPURA	65-69	Digestive	T	0.1
TRIPURA	70+	Digestive	M	0.2
TRIPURA	70+	Digestive	F	0
TRIPURA	70+	Digestive	T	0.1
TRIPURA	1-4	Blood diseases	M	0
TRIPURA	1-4	Blood diseases	F	0
TRIPURA	1-4	Blood diseases	T	0
TRIPURA	5-14	Blood diseases	M	25
TRIPURA	5-14	Blood diseases	F	0
TRIPURA	5-14	Blood diseases	T	15.4
TRIPURA	15-24	Blood diseases	M	17.9
TRIPURA	15-24	Blood diseases	F	5
TRIPURA	15-24	Blood diseases	T	12.5
TRIPURA	25-34	Blood diseases	M	14.8
TRIPURA	25-34	Blood diseases	F	3.7
TRIPURA	25-34	Blood diseases	T	7.4
TRIPURA	35-44	Blood diseases	M	3.8
TRIPURA	35-44	Blood diseases	F	2.3
TRIPURA	35-44	Blood diseases	T	3
TRIPURA	45-54	Blood diseases	M	1.5
TRIPURA	45-54	Blood diseases	F	1
TRIPURA	45-54	Blood diseases	T	1.3
TRIPURA	55-64	Blood diseases	M	2.6
TRIPURA	55-64	Blood diseases	F	1.7
TRIPURA	55-64	Blood diseases	T	2.3
TRIPURA	65-69	Blood diseases	M	1.4
TRIPURA	65-69	Blood diseases	F	0.9
TRIPURA	65-69	Blood diseases	T	1.3
TRIPURA	70+	Blood diseases	M	1.9
TRIPURA	70+	Blood diseases	F	3.4
TRIPURA	70+	Blood diseases	T	2.3
TRIPURA	1-4	Endocrine	M	0
TRIPURA	1-4	Endocrine	F	0
TRIPURA	1-4	Endocrine	T	0
TRIPURA	5-14	Endocrine	M	0
TRIPURA	5-14	Endocrine	F	0
TRIPURA	5-14	Endocrine	T	0
TRIPURA	15-24	Endocrine	M	0
TRIPURA	15-24	Endocrine	F	10
TRIPURA	15-24	Endocrine	T	4.2
TRIPURA	25-34	Endocrine	M	3.7
TRIPURA	25-34	Endocrine	F	1.8
TRIPURA	25-34	Endocrine	T	2.5
TRIPURA	35-44	Endocrine	M	1.9
TRIPURA	35-44	Endocrine	F	1.6
TRIPURA	35-44	Endocrine	T	1.7
TRIPURA	45-54	Endocrine	M	2.7
TRIPURA	45-54	Endocrine	F	0.7
TRIPURA	45-54	Endocrine	T	2
TRIPURA	55-64	Endocrine	M	1.4
TRIPURA	55-64	Endocrine	F	0.4
TRIPURA	55-64	Endocrine	T	1.1
TRIPURA	65-69	Endocrine	M	2.1
TRIPURA	65-69	Endocrine	F	1.5
TRIPURA	65-69	Endocrine	T	1.9
TRIPURA	70+	Endocrine	M	1.5
TRIPURA	70+	Endocrine	F	1.3
TRIPURA	70+	Endocrine	T	1.5
TRIPURA	1-4	Nervous	M	0
TRIPURA	1-4	Nervous	F	0
TRIPURA	1-4	Nervous	T	0
TRIPURA	5-14	Nervous	M	0
TRIPURA	5-14	Nervous	F	0
TRIPURA	5-14	Nervous	T	0
TRIPURA	15-24	Nervous	M	0
TRIPURA	15-24	Nervous	F	0
TRIPURA	15-24	Nervous	T	0
TRIPURA	25-34	Nervous	M	0
TRIPURA	25-34	Nervous	F	0
TRIPURA	25-34	Nervous	T	0
TRIPURA	35-44	Nervous	M	0
TRIPURA	35-44	Nervous	F	0
TRIPURA	35-44	Nervous	T	0
TRIPURA	45-54	Nervous	M	0.2
TRIPURA	45-54	Nervous	F	0
TRIPURA	45-54	Nervous	T	0.1
TRIPURA	55-64	Nervous	M	0.2
TRIPURA	55-64	Nervous	F	0.4
TRIPURA	55-64	Nervous	T	0.3
TRIPURA	65-69	Nervous	M	0.3
TRIPURA	65-69	Nervous	F	0.3
TRIPURA	65-69	Nervous	T	0.3
TRIPURA	70+	Nervous	M	0.4
TRIPURA	70+	Nervous	F	0
TRIPURA	70+	Nervous	T	0.3
TRIPURA	1-4	Others	F	0
TRIPURA	5-14	Others	F	0
TRIPURA	15-24	Others	F	0
TRIPURA	25-34	Others	F	1.8
TRIPURA	35-44	Others	F	0
TRIPURA	45-54	Others	F	0.7
TRIPURA	55-64	Others	F	0.8
TRIPURA	65-69	Others	F	1.2
TRIPURA	70+	Others	F	1
TRIPURA	1-4	Others	M	0
TRIPURA	5-14	Others	M	0
TRIPURA	15-24	Others	M	0
TRIPURA	25-34	Others	M	3.7
TRIPURA	35-44	Others	M	1.9
TRIPURA	45-54	Others	M	0.7
TRIPURA	55-64	Others	M	1.2
TRIPURA	65-69	Others	M	0.9
TRIPURA	70+	Others	M	1.2
TRIPURA	1-4	Others	T	0
TRIPURA	5-14	Others	T	0
TRIPURA	15-24	Others	T	0
TRIPURA	25-34	Others	T	2.5
TRIPURA	35-44	Others	T	0.9
TRIPURA	45-54	Others	T	0.7
TRIPURA	55-64	Others	T	1.1
TRIPURA	65-69	Others	T	1
TRIPURA	70+	Others	T	1
UTTARAKHAND	1-4	Circulatory	M	3.4
UTTARAKHAND	1-4	Circulatory	F	2.1
UTTARAKHAND	1-4	Circulatory	T	2.9
UTTARAKHAND	5-14	Circulatory	M	4.9
UTTARAKHAND	5-14	Circulatory	F	2.6
UTTARAKHAND	5-14	Circulatory	T	3.8
UTTARAKHAND	15-24	Circulatory	M	5.5
UTTARAKHAND	15-24	Circulatory	F	4.3
UTTARAKHAND	15-24	Circulatory	T	4.9
UTTARAKHAND	25-34	Circulatory	M	6.7
UTTARAKHAND	25-34	Circulatory	F	5.5
UTTARAKHAND	25-34	Circulatory	T	6.1
UTTARAKHAND	35-44	Circulatory	M	8.6
UTTARAKHAND	35-44	Circulatory	F	6.7
UTTARAKHAND	35-44	Circulatory	T	7.7
UTTARAKHAND	45-54	Circulatory	M	15.7
UTTARAKHAND	45-54	Circulatory	F	15.7
UTTARAKHAND	45-54	Circulatory	T	15.7
UTTARAKHAND	55-64	Circulatory	M	15.8
UTTARAKHAND	55-64	Circulatory	F	19.3
UTTARAKHAND	55-64	Circulatory	T	17.4
UTTARAKHAND	65-69	Circulatory	M	24.1
UTTARAKHAND	65-69	Circulatory	F	26
UTTARAKHAND	65-69	Circulatory	T	24.9
UTTARAKHAND	70+	Circulatory	M	25.3
UTTARAKHAND	70+	Circulatory	F	24.9
UTTARAKHAND	70+	Circulatory	T	25.1
UTTARAKHAND	1-4	Infections	M	32.8
UTTARAKHAND	1-4	Infections	F	42.6
UTTARAKHAND	1-4	Infections	T	37.1
UTTARAKHAND	5-14	Infections	M	52.4
UTTARAKHAND	5-14	Infections	F	38.5
UTTARAKHAND	5-14	Infections	T	45.6
UTTARAKHAND	15-24	Infections	M	39.7
UTTARAKHAND	15-24	Infections	F	30.4
UTTARAKHAND	15-24	Infections	T	34.9
UTTARAKHAND	25-34	Infections	M	29
UTTARAKHAND	25-34	Infections	F	23.8
UTTARAKHAND	25-34	Infections	T	26.2
UTTARAKHAND	35-44	Infections	M	25
UTTARAKHAND	35-44	Infections	F	26
UTTARAKHAND	35-44	Infections	T	25.5
UTTARAKHAND	45-54	Infections	M	13.7
UTTARAKHAND	45-54	Infections	F	23
UTTARAKHAND	45-54	Infections	T	17.6
UTTARAKHAND	55-64	Infections	M	13.3
UTTARAKHAND	55-64	Infections	F	12.1
UTTARAKHAND	55-64	Infections	T	12.8
UTTARAKHAND	65-69	Infections	M	12.3
UTTARAKHAND	65-69	Infections	F	14
UTTARAKHAND	65-69	Infections	T	13
UTTARAKHAND	70+	Infections	M	6.7
UTTARAKHAND	70+	Infections	F	8.2
UTTARAKHAND	70+	Infections	T	7.3
UTTARAKHAND	1-4	External Causes	M	6.9
UTTARAKHAND	1-4	External Causes	F	8.5
UTTARAKHAND	1-4	External Causes	T	7.6
UTTARAKHAND	5-14	External Causes	M	6.1
UTTARAKHAND	5-14	External Causes	F	7.7
UTTARAKHAND	5-14	External Causes	T	6.9
UTTARAKHAND	15-24	External Causes	M	17.8
UTTARAKHAND	15-24	External Causes	F	22.4
UTTARAKHAND	15-24	External Causes	T	20.2
UTTARAKHAND	25-34	External Causes	M	17.1
UTTARAKHAND	25-34	External Causes	F	15.3
UTTARAKHAND	25-34	External Causes	T	16.1
UTTARAKHAND	35-44	External Causes	M	9.3
UTTARAKHAND	35-44	External Causes	F	8.3
UTTARAKHAND	35-44	External Causes	T	8.8
UTTARAKHAND	45-54	External Causes	M	4.9
UTTARAKHAND	45-54	External Causes	F	3.8
UTTARAKHAND	45-54	External Causes	T	4.4
UTTARAKHAND	55-64	External Causes	M	5.8
UTTARAKHAND	55-64	External Causes	F	3.9
UTTARAKHAND	55-64	External Causes	T	5
UTTARAKHAND	65-69	External Causes	M	2.6
UTTARAKHAND	65-69	External Causes	F	1.3
UTTARAKHAND	65-69	External Causes	T	2
UTTARAKHAND	70+	External Causes	M	3
UTTARAKHAND	70+	External Causes	F	4.3
UTTARAKHAND	70+	External Causes	T	3.6
UTTARAKHAND	1-4	Unknown diseases	M	8.6
UTTARAKHAND	1-4	Unknown diseases	F	10.6
UTTARAKHAND	1-4	Unknown diseases	T	9.5
UTTARAKHAND	5-14	Unknown diseases	M	9.8
UTTARAKHAND	5-14	Unknown diseases	F	11.5
UTTARAKHAND	5-14	Unknown diseases	T	10.6
UTTARAKHAND	15-24	Unknown diseases	M	6.8
UTTARAKHAND	15-24	Unknown diseases	F	14.3
UTTARAKHAND	15-24	Unknown diseases	T	10.7
UTTARAKHAND	25-34	Unknown diseases	M	13
UTTARAKHAND	25-34	Unknown diseases	F	10.2
UTTARAKHAND	25-34	Unknown diseases	T	11.4
UTTARAKHAND	35-44	Unknown diseases	M	12.3
UTTARAKHAND	35-44	Unknown diseases	F	13
UTTARAKHAND	35-44	Unknown diseases	T	12.6
UTTARAKHAND	45-54	Unknown diseases	M	10.3
UTTARAKHAND	45-54	Unknown diseases	F	10.5
UTTARAKHAND	45-54	Unknown diseases	T	10.4
UTTARAKHAND	55-64	Unknown diseases	M	9.5
UTTARAKHAND	55-64	Unknown diseases	F	12.1
UTTARAKHAND	55-64	Unknown diseases	T	10.7
UTTARAKHAND	65-69	Unknown diseases	M	10.8
UTTARAKHAND	65-69	Unknown diseases	F	12.7
UTTARAKHAND	65-69	Unknown diseases	T	11.6
UTTARAKHAND	70+	Unknown diseases	M	15
UTTARAKHAND	70+	Unknown diseases	F	17.2
UTTARAKHAND	70+	Unknown diseases	T	15.9
UTTARAKHAND	1-4	Respiratory	M	15.5
UTTARAKHAND	1-4	Respiratory	F	6.4
UTTARAKHAND	1-4	Respiratory	T	11.4
UTTARAKHAND	5-14	Respiratory	M	8.5
UTTARAKHAND	5-14	Respiratory	F	3.8
UTTARAKHAND	5-14	Respiratory	T	6.3
UTTARAKHAND	15-24	Respiratory	M	4.1
UTTARAKHAND	15-24	Respiratory	F	5
UTTARAKHAND	15-24	Respiratory	T	4.6
UTTARAKHAND	25-34	Respiratory	M	7.3
UTTARAKHAND	25-34	Respiratory	F	2.1
UTTARAKHAND	25-34	Respiratory	T	4.4
UTTARAKHAND	35-44	Respiratory	M	7.8
UTTARAKHAND	35-44	Respiratory	F	6.7
UTTARAKHAND	35-44	Respiratory	T	7.3
UTTARAKHAND	45-54	Respiratory	M	13.9
UTTARAKHAND	45-54	Respiratory	F	7.7
UTTARAKHAND	45-54	Respiratory	T	11.3
UTTARAKHAND	55-64	Respiratory	M	15.3
UTTARAKHAND	55-64	Respiratory	F	12.1
UTTARAKHAND	55-64	Respiratory	T	13.9
UTTARAKHAND	65-69	Respiratory	M	16.9
UTTARAKHAND	65-69	Respiratory	F	10
UTTARAKHAND	65-69	Respiratory	T	13.9
UTTARAKHAND	70+	Respiratory	M	22
UTTARAKHAND	70+	Respiratory	F	12.9
UTTARAKHAND	70+	Respiratory	T	18
UTTARAKHAND	1-4	Cancer	M	3.4
UTTARAKHAND	1-4	Cancer	F	0
UTTARAKHAND	1-4	Cancer	T	1.9
UTTARAKHAND	5-14	Cancer	M	2.4
UTTARAKHAND	5-14	Cancer	F	9
UTTARAKHAND	5-14	Cancer	T	5.6
UTTARAKHAND	15-24	Cancer	M	1.4
UTTARAKHAND	15-24	Cancer	F	3.7
UTTARAKHAND	15-24	Cancer	T	2.6
UTTARAKHAND	25-34	Cancer	M	3.1
UTTARAKHAND	25-34	Cancer	F	1.3
UTTARAKHAND	25-34	Cancer	T	2.1
UTTARAKHAND	35-44	Cancer	M	3
UTTARAKHAND	35-44	Cancer	F	2.4
UTTARAKHAND	35-44	Cancer	T	2.7
UTTARAKHAND	45-54	Cancer	M	2.8
UTTARAKHAND	45-54	Cancer	F	2.1
UTTARAKHAND	45-54	Cancer	T	2.5
UTTARAKHAND	55-64	Cancer	M	5.3
UTTARAKHAND	55-64	Cancer	F	3.6
UTTARAKHAND	55-64	Cancer	T	4.6
UTTARAKHAND	65-69	Cancer	M	3.6
UTTARAKHAND	65-69	Cancer	F	0.7
UTTARAKHAND	65-69	Cancer	T	2.3
UTTARAKHAND	70+	Cancer	M	2.7
UTTARAKHAND	70+	Cancer	F	2.1
UTTARAKHAND	70+	Cancer	T	2.4
UTTARAKHAND	1-4	Digestive	M	6.9
UTTARAKHAND	1-4	Digestive	F	0
UTTARAKHAND	1-4	Digestive	T	3.8
UTTARAKHAND	5-14	Digestive	M	3.7
UTTARAKHAND	5-14	Digestive	F	7.7
UTTARAKHAND	5-14	Digestive	T	5.6
UTTARAKHAND	15-24	Digestive	M	4.1
UTTARAKHAND	15-24	Digestive	F	6.2
UTTARAKHAND	15-24	Digestive	T	5.2
UTTARAKHAND	25-34	Digestive	M	13.5
UTTARAKHAND	25-34	Digestive	F	8.1
UTTARAKHAND	25-34	Digestive	T	10.5
UTTARAKHAND	35-44	Digestive	M	18.3
UTTARAKHAND	35-44	Digestive	F	16.1
UTTARAKHAND	35-44	Digestive	T	17.2
UTTARAKHAND	45-54	Digestive	M	17
UTTARAKHAND	45-54	Digestive	F	14.3
UTTARAKHAND	45-54	Digestive	T	15.9
UTTARAKHAND	55-64	Digestive	M	12.8
UTTARAKHAND	55-64	Digestive	F	14.1
UTTARAKHAND	55-64	Digestive	T	13.4
UTTARAKHAND	65-69	Digestive	M	11.3
UTTARAKHAND	65-69	Digestive	F	12
UTTARAKHAND	65-69	Digestive	T	11.6
UTTARAKHAND	70+	Digestive	M	4.3
UTTARAKHAND	70+	Digestive	F	6
UTTARAKHAND	70+	Digestive	T	5.1
UTTARAKHAND	1-4	Blood diseases	M	3.4
UTTARAKHAND	1-4	Blood diseases	F	4.3
UTTARAKHAND	1-4	Blood diseases	T	3.8
UTTARAKHAND	5-14	Blood diseases	M	0
UTTARAKHAND	5-14	Blood diseases	F	5.1
UTTARAKHAND	5-14	Blood diseases	T	2.5
UTTARAKHAND	15-24	Blood diseases	M	6.2
UTTARAKHAND	15-24	Blood diseases	F	3.1
UTTARAKHAND	15-24	Blood diseases	T	4.6
UTTARAKHAND	25-34	Blood diseases	M	2.6
UTTARAKHAND	25-34	Blood diseases	F	7.2
UTTARAKHAND	25-34	Blood diseases	T	5.1
UTTARAKHAND	35-44	Blood diseases	M	4.5
UTTARAKHAND	35-44	Blood diseases	F	6.7
UTTARAKHAND	35-44	Blood diseases	T	5.6
UTTARAKHAND	45-54	Blood diseases	M	5.2
UTTARAKHAND	45-54	Blood diseases	F	4.9
UTTARAKHAND	45-54	Blood diseases	T	5
UTTARAKHAND	55-64	Blood diseases	M	4
UTTARAKHAND	55-64	Blood diseases	F	3.9
UTTARAKHAND	55-64	Blood diseases	T	4
UTTARAKHAND	65-69	Blood diseases	M	2.6
UTTARAKHAND	65-69	Blood diseases	F	1.3
UTTARAKHAND	65-69	Blood diseases	T	2
UTTARAKHAND	70+	Blood diseases	M	1.3
UTTARAKHAND	70+	Blood diseases	F	1.3
UTTARAKHAND	70+	Blood diseases	T	1.3
UTTARAKHAND	1-4	Endocrine	M	3.4
UTTARAKHAND	1-4	Endocrine	F	4.3
UTTARAKHAND	1-4	Endocrine	T	3.8
UTTARAKHAND	5-14	Endocrine	M	0
UTTARAKHAND	5-14	Endocrine	F	0
UTTARAKHAND	5-14	Endocrine	T	0
UTTARAKHAND	15-24	Endocrine	M	2.1
UTTARAKHAND	15-24	Endocrine	F	1.2
UTTARAKHAND	15-24	Endocrine	T	1.6
UTTARAKHAND	25-34	Endocrine	M	1
UTTARAKHAND	25-34	Endocrine	F	0.4
UTTARAKHAND	25-34	Endocrine	T	0.7
UTTARAKHAND	35-44	Endocrine	M	3
UTTARAKHAND	35-44	Endocrine	F	3.5
UTTARAKHAND	35-44	Endocrine	T	3.3
UTTARAKHAND	45-54	Endocrine	M	6.4
UTTARAKHAND	45-54	Endocrine	F	4.2
UTTARAKHAND	45-54	Endocrine	T	5.5
UTTARAKHAND	55-64	Endocrine	M	6.8
UTTARAKHAND	55-64	Endocrine	F	6.2
UTTARAKHAND	55-64	Endocrine	T	6.5
UTTARAKHAND	65-69	Endocrine	M	9.7
UTTARAKHAND	65-69	Endocrine	F	12.7
UTTARAKHAND	65-69	Endocrine	T	11
UTTARAKHAND	70+	Endocrine	M	4.7
UTTARAKHAND	70+	Endocrine	F	6
UTTARAKHAND	70+	Endocrine	T	5.3
UTTARAKHAND	1-4	Nervous	M	10.3
UTTARAKHAND	1-4	Nervous	F	19.1
UTTARAKHAND	1-4	Nervous	T	14.3
UTTARAKHAND	5-14	Nervous	M	4.9
UTTARAKHAND	5-14	Nervous	F	5.1
UTTARAKHAND	5-14	Nervous	T	5
UTTARAKHAND	15-24	Nervous	M	4.1
UTTARAKHAND	15-24	Nervous	F	3.7
UTTARAKHAND	15-24	Nervous	T	3.9
UTTARAKHAND	25-34	Nervous	M	2.6
UTTARAKHAND	25-34	Nervous	F	2.6
UTTARAKHAND	25-34	Nervous	T	2.6
UTTARAKHAND	35-44	Nervous	M	3.4
UTTARAKHAND	35-44	Nervous	F	2
UTTARAKHAND	35-44	Nervous	T	2.7
UTTARAKHAND	45-54	Nervous	M	1.8
UTTARAKHAND	45-54	Nervous	F	1.7
UTTARAKHAND	45-54	Nervous	T	1.8
UTTARAKHAND	55-64	Nervous	M	2
UTTARAKHAND	55-64	Nervous	F	1.6
UTTARAKHAND	55-64	Nervous	T	1.8
UTTARAKHAND	65-69	Nervous	M	1
UTTARAKHAND	65-69	Nervous	F	0
UTTARAKHAND	65-69	Nervous	T	0.6
UTTARAKHAND	70+	Nervous	M	3.3
UTTARAKHAND	70+	Nervous	F	3.9
UTTARAKHAND	70+	Nervous	T	3.6
UTTARAKHAND	1-4	Others	F	2.1
UTTARAKHAND	5-14	Others	F	9
UTTARAKHAND	15-24	Others	F	5.5
UTTARAKHAND	25-34	Others	F	23.4
UTTARAKHAND	35-44	Others	F	8.7
UTTARAKHAND	45-54	Others	F	12.1
UTTARAKHAND	55-64	Others	F	10.9
UTTARAKHAND	65-69	Others	F	9.3
UTTARAKHAND	70+	Others	F	13.3
UTTARAKHAND	1-4	Others	M	5.1
UTTARAKHAND	5-14	Others	M	7.3
UTTARAKHAND	15-24	Others	M	8.2
UTTARAKHAND	25-34	Others	M	4.1
UTTARAKHAND	35-44	Others	M	4.9
UTTARAKHAND	45-54	Others	M	8.2
UTTARAKHAND	55-64	Others	M	9.4
UTTARAKHAND	65-69	Others	M	5.1
UTTARAKHAND	70+	Others	M	11.6
UTTARAKHAND	1-4	Others	T	3.9
UTTARAKHAND	5-14	Others	T	8.2
UTTARAKHAND	15-24	Others	T	6.9
